rsi_timeperiod,rsi_lower,rsi_width,roc_timeperiod,roc_lower,roc_width,rebalance_freq,value
35,51,22,53,0.000616557,1.000544501,17,0.839009131
24,49,24,52,0,0.836147541,17,0.834958431
23,49,21,53,0.00018651,1.050570585,18,0.834650684
23,49,21,53,0,1.482162563,17,0.834650684
24,49,21,52,0,1.123183282,18,0.833682713
22,49,25,51,0,0.079624205,17,0.833153212
21,50,22,52,0,0.351126359,17,0.832341655
21,49,22,52,0.000118773,0.783228025,18,0.828487039
32,50,23,53,0.000609577,0.767048772,15,0.827900523
32,50,24,53,0.00058503,0.970196911,15,0.827900523
19,49,22,52,0,1.070983904,17,0.827794801
27,49,21,52,0,0.544915136,18,0.827236472
23,48,23,52,4.94E-05,0.534497218,16,0.826415702
20,49,22,51,0,0.05,17,0.824966933
27,49,20,52,0,0.710643388,18,0.824233716
27,49,22,52,3.68E-05,1.523465903,16,0.823871893
27,49,22,52,5.63E-06,0.783841767,16,0.823871893
21,50,22,52,0,0.530706203,17,0.823810336
24,49,20,52,0.000190101,0.722343213,18,0.820344031
25,49,22,52,0.000347322,1.095524792,16,0.820234508
27,49,21,52,0,1.459987773,17,0.819947862
26,49,23,52,0.000332742,0.947989909,15,0.815940484
32,50,22,53,0.000709894,1.240658141,15,0.815758241
32,50,23,53,0.00072193,0.575188242,15,0.815758241
21,50,23,52,0,1.425999262,17,0.814617562
22,49,20,52,0.00036607,0.983289931,17,0.811702599
20,49,22,52,0.000349255,1.284080171,17,0.810595063
18,49,21,52,0,1.077161246,17,0.810313213
23,50,20,52,0.00014717,0.470191085,18,0.809263898
22,49,24,52,0.000331047,1.362299985,17,0.807680632
26,49,21,52,0.000616093,1.045748252,17,0.807562038
28,49,22,53,0,0.74134922,17,0.806551313
21,50,22,51,0,0.199813354,17,0.806335445
29,49,20,53,0.000367818,1.334330604,17,0.804882884
23,48,24,52,0,0.968379419,14,0.800340145
22,50,23,51,5.68E-05,0.05,17,0.800281164
19,49,23,52,0,1.263210447,15,0.799473205
34,50,22,53,0.000515682,1.213631898,16,0.799393358
35,50,22,52,0.000171484,0.928152213,17,0.798395027
29,49,23,53,0,0.635522836,16,0.796257744
17,49,23,51,0,0.05,17,0.794955329
32,49,22,52,9.34E-05,1.226601431,17,0.78967542
16,49,22,52,0,1.491015637,16,0.786378812
30,50,23,53,5.57E-05,1.525551042,15,0.785673743
28,49,21,53,0,0.806025505,19,0.784956648
28,49,26,52,0,1.519509594,16,0.782832146
27,49,22,52,0.000338726,1.119906623,18,0.782608648
36,50,21,53,0.000617219,0.845458437,16,0.782510483
29,50,22,53,0,0.881918986,15,0.782479551
20,50,23,51,0.00048869,0.05,17,0.782335337
21,49,21,53,0,0.628875902,18,0.781127111
21,49,22,53,0,1.142260208,15,0.781127111
19,50,21,52,0.0003028,1.219814414,18,0.780527531
24,48,23,52,0,1.751482834,15,0.780146109
25,48,25,52,0,1.23713225,16,0.777661499
30,48,22,52,0,1.848389695,16,0.776590031
27,48,21,53,0.00043246,1.426228474,17,0.77610568
32,50,20,52,0.000181994,1.157819563,16,0.775355089
23,50,22,52,0,1.172410927,15,0.775054811
33,50,20,52,0,1.312512534,17,0.773736402
23,50,23,51,0,0.05,16,0.771332567
24,50,24,52,0.000215096,0.56657312,16,0.770887885
32,48,21,53,0,1.661350311,16,0.770084074
31,50,23,52,0.000112263,0.884616384,14,0.769330356
24,48,21,52,0.000164809,1.42807477,16,0.769250403
29,48,22,52,0.000141659,1.137347528,15,0.76851482
34,49,20,52,0,1.234843392,16,0.768280901
23,50,21,52,0.000263323,0.776504981,17,0.768229274
17,50,23,52,0,0.730472915,17,0.767402802
25,50,24,53,0.001061704,0.678855945,15,0.764989476
33,50,24,53,0.001098629,0.812054439,14,0.764818284
19,50,22,52,0.000155455,0.995459091,18,0.764744335
37,48,22,52,0,1.71513933,16,0.764165741
37,48,22,52,0,2,17,0.764165741
36,48,22,52,0,2,16,0.764165741
24,49,18,52,0,1.207486833,15,0.764162803
20,50,21,52,0,1.712058382,16,0.763886237
30,50,21,52,0,0.760981786,17,0.761682943
29,49,25,52,1.95E-05,1.333825901,17,0.760312733
31,49,22,53,0.000101622,1.344114559,15,0.758708132
15,49,23,52,0.000271668,1.318296663,17,0.758359709
47,38,21,47,0.000354294,1.297472263,16,0.758280967
27,49,19,52,0.000301487,1.401039849,16,0.755188347
51,40,21,52,0,1.606032705,16,0.754977941
26,50,22,53,0.000175405,0.132031396,17,0.752697619
55,37,19,51,0,1.609640126,16,0.752637702
55,36,20,51,0,1.719153279,16,0.752637702
23,50,22,53,0.000135844,1.248885734,16,0.75218693
51,50,22,52,0.000109894,0.612584468,15,0.751335249
32,50,23,52,0.000972433,1.07732906,15,0.750319113
36,49,21,53,0.000473626,1.459551625,16,0.748969187
37,49,22,52,0,1.750104057,16,0.747039051
22,49,23,51,0.000258924,0.196281333,16,0.744794963
18,49,23,53,0,1.515584966,16,0.744172334
25,48,20,52,1.73E-05,1.349186693,17,0.740256113
20,50,24,52,0.000390728,0.20030548,16,0.740115566
47,38,21,47,0.000273717,1.470718517,15,0.73149712
30,50,25,52,0.000791959,0.665064709,15,0.729637449
40,49,22,52,0,1.445955631,16,0.728228498
22,49,25,52,0.005201328,1.38246177,17,0.728173099
46,50,22,52,0.000451216,0.941747855,15,0.727413015
35,50,22,53,0,1.103807749,15,0.72652537
47,37,21,51,0,1.440290143,15,0.724720436
47,37,21,51,0,1.758222218,16,0.724720436
27,50,25,53,0.00124722,0.5296893,14,0.723688485
25,50,25,53,0,0.920208149,15,0.718966904
33,50,22,53,0,0.622620182,17,0.718923417
54,35,22,52,0,1.61739647,16,0.716819022
38,50,22,52,2.69E-05,0.626784496,16,0.715985438
45,39,21,47,8.43E-05,1.616846411,16,0.714210175
48,39,23,47,4.66E-05,1.43257637,16,0.714157134
20,50,26,51,0.000419636,0.248553124,17,0.706002195
38,49,22,53,0,2,16,0.704696981
31,49,23,51,0,0.05,16,0.698866835
37,49,20,53,0,1.435758149,16,0.693671366
27,50,21,53,0.000159438,0.369326373,16,0.691472274
45,50,21,53,0,0.753495714,15,0.68714734
40,51,22,52,0.000588784,0.929515293,17,0.685940864
35,47,21,52,6.63E-05,1.884987349,17,0.685077321
40,49,21,52,0.000331716,1.264491273,17,0.684908478
45,49,22,52,0.000163649,0.62424423,14,0.684509631
36,47,23,53,0,1.954474115,16,0.681970112
48,49,21,52,0,0.76050977,16,0.680935572
27,50,24,53,0.000135903,1.527598439,14,0.676685474
59,34,21,52,0,2,16,0.676450274
47,48,21,53,0,2,16,0.674738344
47,41,22,52,0,1.704204852,16,0.671414988
40,50,24,52,0.000580247,0.928341235,15,0.668217516
37,49,19,52,0.000218225,1.783155329,16,0.666839741
46,38,22,48,0,1.53824589,17,0.665964799
20,50,24,51,0.000186202,0.515129177,15,0.662312788
27,50,24,52,0,0.05,17,0.662261348
42,50,20,52,0.000326643,0.988894342,15,0.66096671
40,37,21,51,0,1.316974311,15,0.656617392
39,37,21,51,0,1.788382307,15,0.656617392
21,50,22,54,6.99E-05,1.1732482,15,0.65644557
32,45,21,52,0,1.967876313,16,0.650073301
47,50,20,53,0,1.179117636,16,0.649204664
47,39,21,48,0,2,17,0.649009864
33,49,24,53,0,1.054337681,16,0.64821438
39,39,21,51,0,1.317561173,16,0.647582758
49,40,22,51,0,1.656112306,15,0.647044775
17,49,22,51,8.92E-05,1.554436764,16,0.646810489
48,38,21,49,0,1.023423301,15,0.644115102
47,41,21,51,0,1.55792625,16,0.640319384
22,49,22,51,3.13E-05,0.792639139,17,0.636913437
18,49,22,52,0,0.05,16,0.632011502
49,37,24,51,0,1.811616293,15,0.631105258
49,49,21,53,0.000189306,1.173998245,15,0.629343716
15,52,25,51,0.000447065,0.05,16,0.628514385
49,38,22,47,0.000452032,1.147161049,15,0.627981223
34,49,22,52,0,0.05,15,0.624438507
47,38,19,52,0,1.357025021,15,0.618715228
52,41,21,51,0.000606244,1.812746187,15,0.616292926
20,49,21,52,0.00041974,0.05,17,0.61329972
48,50,21,51,0,0.734027227,15,0.613021448
18,50,21,52,2.75E-05,0.05,18,0.611269985
37,38,20,49,0.000433052,1.165750145,15,0.610525237
37,38,22,49,0,1.419339156,16,0.610420376
48,34,20,50,0.070346541,1.757288631,16,0.607206003
31,48,21,54,3.39E-05,1.733100733,16,0.60511086
51,39,22,48,0,1.744659908,16,0.601233403
49,39,19,48,0.000434397,1.096452437,15,0.598708722
49,37,21,48,0.00048435,1.011716473,16,0.598708722
52,39,21,52,0,1.524933689,16,0.597599261
44,37,22,51,0,1.71874532,16,0.595378365
51,35,22,52,0,2,17,0.594484273
21,50,24,52,0,0.05,16,0.59410504
47,38,21,48,0,1.85180826,15,0.590319021
49,39,21,51,0,1.974579066,16,0.59028365
55,39,20,51,0,1.064545114,15,0.58919455
60,38,20,48,0,1.438466596,16,0.584725558
45,39,21,49,0.000796679,1.242026631,16,0.584568074
61,38,20,51,0,1.679898003,16,0.583484486
55,42,20,52,0,1.652740046,16,0.581856031
38,38,20,48,0,1.208888631,16,0.581740718
47,37,22,51,0,1.678563831,16,0.579810533
63,41,22,51,0,1.817952034,16,0.579552167
47,40,20,52,0.000346529,1.588387056,15,0.579394679
46,38,21,51,0,2,16,0.577579974
21,50,22,52,0.000390514,0.05,16,0.574486423
46,39,21,49,0.000263487,1.252066027,16,0.562233846
50,34,21,51,0,1.753974917,16,0.55881349
44,38,20,48,0,1.752581368,17,0.55107945
54,37,20,51,4.49E-05,0.88585437,16,0.550529642
49,36,22,52,0,1.755288231,16,0.541383977
38,41,23,51,0,2,16,0.530808697
36,40,20,48,0,1.408032618,16,0.525715661
30,49,22,51,0.000100927,1.314060787,15,0.520985454
50,43,21,51,0,1.826701082,16,0.520323242
50,37,21,52,0,1.814177273,16,0.517426446
32,36,22,53,0,1.61672726,16,0.506118362
25,48,26,51,0,0.375955078,16,0.505737102
48,40,21,50,0.000171458,1.543502926,16,0.501590886
44,39,22,50,0,1.85665967,16,0.500664205
60,33,21,45,0.084167811,1.617806076,15,0.492742271
38,49,22,49,0,2,16,0.489137067
51,34,20,45,0.059774665,1.486726571,17,0.482761579
44,37,21,53,0,1.690726065,16,0.479196438
59,36,19,51,0,1.65692736,17,0.476808702
37,34,19,50,0.070467012,2,15,0.454566402
55,33,21,46,0.091398572,1.665236304,15,0.453056268
46,37,20,49,0,1.712061678,16,0.446990286
45,34,20,50,0.096925114,1.871384546,16,0.445051413
53,38,20,51,0,1.324003568,17,0.433488589
27,38,21,50,0,1.46526773,16,0.430022635
49,36,20,51,0.000635723,1.579883186,16,0.427044714
54,33,22,45,0.110573446,1.668325217,14,0.42486839
5,48,22,52,0,0.743979685,16,0.423254645
47,37,18,51,0,1.714461412,16,0.41697174
52,35,23,51,0,1.945070261,15,0.399681599
126,38,22,48,8.78E-05,2,16,0.398861906
38,36,21,51,0,1.532787473,17,0.382901092
51,35,20,44,0.084081669,1.622326533,16,0.382025106
45,36,21,51,0.013671483,1.640624975,16,0.365493202
49,34,20,41,0.057080641,1.624706947,15,0.364362392
64,37,20,51,0,1.486396109,15,0.360521026
46,36,21,51,0,2,16,0.345210916
48,36,21,51,0,0.65496693,15,0.343253975
47,37,20,48,0.000404476,1.398512618,16,0.334694545
48,33,20,47,0.070438792,1.626259004,17,0.325428004
48,32,21,50,0.072407666,1.734221529,17,0.307198927
55,34,18,50,0.070029119,1.940932495,16,0.303101395
53,26,21,46,0.086541199,1.602260192,17,0.291708855
58,37,21,45,0.091996086,1.7101915,16,0.287017697
63,34,20,46,0.056236905,1.532544855,16,0.255056572
52,38,20,50,0,2,16,0.243346333
46,37,21,50,0.258692229,1.743688243,16,0.234631839
58,36,19,44,0.108903439,1.674149108,15,0.217313883
48,30,21,40,0.069837995,1.74324113,15,0.194359442
45,32,21,45,0.08595535,1.563207893,16,0.186645329
53,34,20,55,0.075476258,1.944215633,15,0.184696659
44,34,20,51,0.070333919,2,17,0.181811802
68,37,21,44,0.081309111,1.68664956,15,0.174697815
55,34,20,47,0.084727106,1.68699858,15,0.157550397
75,31,22,45,0.083499095,1.604383017,14,0.152594867
44,35,22,50,0.070147836,2,16,0.10790448
124,45,26,36,0.229829045,0.743728228,8,0.080298562
54,39,21,43,0.079679208,1.472125707,15,0.056347255
52,33,19,49,0.070658795,1.271607271,15,0.020060318
56,35,20,51,0.078834909,1.372557789,16,0.016695304
57,32,19,49,0.05334811,1.657659124,16,-0.032618112
40,34,20,49,0,1.764830211,16,-0.064938327
54,28,21,48,0.094104222,1.877360732,16,-0.067085466
47,39,22,50,0.068486652,1.843814911,15,-0.079084745
38,49,22,52,0.069268991,0.280972852,16,-0.084586445
38,39,20,49,0.083889813,1.652022041,16,-0.124732823
106,57,16,53,0.189966577,1.944000191,17,-0.239689362
50,32,20,50,0,1.753765095,16,-0.362965108
