rsi_timeperiod,rsi_lower,rsi_width,roc_timeperiod,roc_lower,roc_width,rebalance_freq,value
52,44,18,47,0,0.795215448,11,0.774969768
35,43,18,53,0,1.34658546,12,0.637954701
29,43,19,50,0,0.713142228,12,0.551792146
43,43,16,50,0,0.968800257,11,0.272225754
52,46,17,40,0,0.55701522,10,0.434340469
37,44,19,42,0,0.544690579,10,0.665581934
51,42,19,50,0.004383533,1.009874853,11,0.581087536
37,44,17,42,0,0.819029671,10,0.781266793
44,43,16,52,2.05E-06,0.964119041,11,0.231250239
41,45,18,46,0,0.900951981,9,0.296046177
42,45,19,47,0,0.90076948,11,0.594177007
42,45,19,50,0,0.869245317,11,0.326029971
48,42,17,52,0.000725138,0.962800739,11,0.238419017
45,43,18,50,0,1.550614896,11,0.367075823
49,44,16,42,0,0.927959029,10,0.974687387
42,44,18,48,0,0.823837816,10,0.487579739
45,43,18,50,0,0.338100923,11,0.354981286
44,43,18,41,0,0.329652412,10,0.746236526
52,44,17,47,0.016347805,0.89943845,11,0.476936044
42,44,18,48,0,1.414237523,11,0.363502906
35,42,19,54,0,1.922644272,12,0.93112346
34,42,18,54,0,0.899815648,12,0.99045461
42,44,18,48,0,0.309947062,11,0.352958896
52,45,17,47,0,0.880540146,10,0.434091152
53,44,19,50,0.005717793,0.859715629,11,0.556397412
44,40,19,51,0,0.938878392,11,0.590039323
34,41,18,54,0,2,12,0.939179201
52,43,20,49,0,0.626850515,11,0.477168394
44,45,19,47,0,0.817496442,10,0.371246847
41,41,19,50,0,0.998628069,11,0.206410582
37,44,18,42,0.00967814,0.79534527,10,0.591045793
43,44,16,42,0.009560317,1.174415886,10,0.785369262
37,44,17,42,0,0.102514709,10,0.734330349
43,45,17,43,0.030508915,1.142176777,10,0.330406501
37,44,17,41,0,0.556226192,10,0.668467361
42,47,18,48,0,0.883155604,11,0.254656702
43,45,17,42,0.006970507,0.7036881,10,0.799749286
43,45,18,46,0,0.769487005,11,0.511473699
37,46,16,42,0,0.178944398,10,0.678029554
52,43,19,49,0.025542013,1.143315566,11,0.693068728
38,45,17,42,0,0.536499295,10,0.646485915
52,42,19,49,0.016986002,1.167697975,10,0.490082511
44,42,18,51,0.017309734,0.944722616,11,0.409653879
52,43,18,50,0.017457172,1.192004058,12,0.404422959
36,45,16,42,0,0.501283915,10,0.780013634
49,44,15,43,0,0.823292443,10,0.387232941
52,42,18,50,0.025784319,0.762295566,11,0.419761762
36,44,17,42,0,0.512239242,11,0.165565728
52,43,19,50,0.012612623,1.728052279,11,0.487861059
29,42,19,51,0,0.74297713,11,0.521704685
53,45,17,47,0,0.928459172,12,0.510720145
38,43,20,41,0,0.345864122,10,0.579309033
31,43,18,51,0,0.607309704,12,0.600738912
37,45,19,41,0,0.05,10,0.646993567
54,44,19,49,0.028548402,1.131904929,11,0.41644517
33,43,17,54,0,0.608607488,12,1.009966034
33,43,15,54,0,0.640456704,12,0.903053789
49,44,17,42,0,1.116636764,10,0.888722953
33,43,17,54,0,0.568999259,12,1.009966034
32,45,16,54,0,0.719783186,12,0.915287334
46,42,19,39,0,1.271492087,9,0.652058208
50,44,19,49,0.021838711,1.13255575,11,0.577126703
45,41,20,38,0,1.347072114,9,0.603446314
51,41,19,49,0.011558652,1.340710669,11,0.577025298
44,42,18,51,0,0.986123284,10,0.140437431
51,46,18,47,0,1.135246526,11,0.598960693
33,44,17,55,0,0.252505726,12,0.530009099
45,41,19,39,0,0.642510322,9,0.440719571
29,44,17,51,0,0.825057594,12,0.611218621
47,43,19,38,0,1.043604735,9,0.426631144
47,43,16,54,0.017218609,1.149648631,11,0.202263058
45,43,19,39,0.018715506,1.539148428,9,0.284078131
29,43,18,51,0.014646054,0.37996123,12,0.449956176
122,39,23,62,0.163974462,0.578607157,17,-0.319807083
44,42,18,51,0,0.938778028,12,0.608098751
51,44,18,47,0,1.28323715,12,0.553518966
38,44,17,51,0,0.790127814,12,0.575902446
34,44,16,54,0,0.452320954,12,1.009288535
45,41,18,38,0,1.456360992,9,0.332946984
33,44,16,54,0,0.534478337,12,1.009966034
49,44,17,42,0,0.863408998,10,0.888722953
33,44,17,54,0,0.528060744,12,0.93936219
50,43,17,43,0,1.592976064,10,0.47220214
30,44,18,51,0,1.29090047,12,0.572356851
45,45,19,47,0,0.848984374,11,0.618179855
41,44,18,51,0,0.9687171,12,0.493452798
44,44,18,47,0,0.860810298,12,0.666454332
36,46,17,42,0,0.351103973,10,0.652780351
45,41,18,52,0,0.880660025,11,0.184446741
48,44,17,42,0,1.076712594,10,0.84891737
51,42,19,48,0.019766814,0.63142766,11,0.49844022
45,44,17,51,0,0.951236891,12,0.547625695
47,41,20,39,0,1.494680023,9,0.691106836
44,44,20,47,0,0.865057397,12,0.493579634
44,44,18,47,0.017088686,0.854888347,11,0.384301575
30,44,18,50,0,0.755977524,11,0.465161686
44,46,18,47,0,0.849924344,12,0.493579634
37,44,16,42,0,0.53306141,9,0.353566862
45,44,18,47,0,0.198031169,12,0.800844085
107,37,22,24,0.110103188,0.91499237,7,0.095500046
51,43,19,49,0.011308156,1.074981972,12,0.510045129
120,66,16,51,0.196834702,1.585379734,20,NA
45,44,18,48,0,0.536108566,12,0.708311953
38,45,20,41,0,0.629420846,10,0.508290659
40,44,19,47,0,0.918636085,10,0.517347611
36,44,16,43,0,0.52604081,10,0.517581021
30,44,17,53,0.001086008,1.489771777,13,0.250197784
46,44,18,47,0,0.591668694,12,0.670634433
46,42,21,39,0,1.183419763,9,0.59806662
41,42,19,48,0,0.709219483,9,0.729653621
29,41,18,51,0,1.08385907,12,0.48208825
45,44,18,47,0,0.300097048,11,0.591525492
40,43,18,48,0,0.758502625,9,0.695276042
37,45,16,42,0,1.332233533,10,0.781266793
27,44,18,51,0,0.996734172,12,0.560520523
41,42,18,47,0,0.894289504,9,0.603675467
41,44,19,48,0,0.803923664,9,0.526522521
47,46,17,53,0,0.846423766,11,0.568887808
46,41,20,39,0,1.383744872,8,0.177917674
45,45,19,47,0,0.174377758,12,0.646706865
36,47,16,42,0,1.090928436,10,0.701725314
40,42,19,48,0,0.569266005,10,0.431465429
36,42,19,54,0,1.204977826,12,0.944040287
34,44,14,54,4.07E-06,0.598618018,12,0.871577452
126,12,28,15,0.26150405,1.551465808,7,NA
34,44,16,54,0,0.531977012,12,0.99045461
43,44,17,41,0.012867367,0.865351765,10,0.758635166
42,42,18,48,0,0.336924982,9,0.596993664
35,45,16,42,0,1.375305859,10,0.794666288
45,45,18,42,0.017332576,0.853310899,10,0.655814243
34,44,16,54,0,0.233972707,12,0.946056517
51,44,18,47,0,1.730900429,11,0.776972851
