Date,SM,NO,CL,UB,SB,TP,CD,CN,GC,TY,YM,XB,CT,RX,W ,ST,Z ,AD,C ,VF,LA,SF,LN,IB,KC,XP,DU,CO,US,JA,EC,OE,NG,EO,SI,ES,XM,BO,G ,QS,LX,LP,BP,LH,TU,CC,S ,SE,NV,HO,GX,JY,FV,JB,LC
1984-04-10,-0.0109027864,,0.0015578535,,-0.0129776606,,,,-0.0005335801,-0.002927287,,,0.002589097,,-0.0077006597,,,,-0.0058314861,,,,,,-0.00405439,,,,-0.0040412455,0.0028212081,,,,,0.0018771003,,,-0.0067078255,-0.0060517746,,,,,,,-0.011426032,-0.0084020565,,,,,,,,-0.0032332011
1984-04-11,-0.0427545509,,0.0003356739,,-0.0117108227,,,,0.0017893434,0.0007897476,,,0.0045193905,,-0.009129675,,,,-0.0121375609,,,,,,-0.0009425836,,,,0.001616277,0.0034296215,,,,,-0.002421329,,,-0.0090339847,-0.0024046264,,,,,,,-0.0002740822,-0.02820253,,,,,,,,0.0037975925
1984-04-12,-0.0038436347,,-0.00332095,,-0.0067816196,,,,-0.0105623121,0.0039767696,,,-0.02493907,,0.0127788723,,,,-0.0038118638,,,,,,-0.0100736903,,,,0.0066442116,-0.0082691073,,,,,-0.0142240645,,,-0.0134147328,0.0001141714,,,,,,,0.0151796637,-0.0057352645,,,,,,,,-0.0164782632
1984-04-13,0.0007455141,,-0.0008892743,,0.0179170235,,,,0.0056950095,-0.0087436359,,,-0.0118296977,,0.0105690591,,,,0.0039853009,,,,,,-0.0093060854,,,,-0.0127702198,-0.0008979902,,,,,0.0116870556,,,0.0139720894,-0.0066808213,,,,,,,-0.0097381816,0.0052131986,,,,,,,,0.0038439291
1984-04-16,-0.0130601176,,-0.0002789315,,-0.0213654219,,,,-0.0067354682,-0.0029470212,,,0.0026690575,,-0.0130253864,,,,-0.0045241609,,,,,,0.0154892471,,,,-0.0072365533,0.0028228055,,,,,-0.0088801758,,,0.0131567691,-0.0043796931,,,,,,,-0.0002789315,-0.0021784922,,,,,,,,0.0041917349
1984-04-17,-0.0039009825,,-0.0008875386,,0.0114071782,,,,0.0025815762,0.0023993096,,,0.0021385269,,-0.0077421673,,,,-0.0030991251,,,,,,0.0112293554,,,,0.0041826809,0.0077636617,,,,,0.0056996798,,,0.0094968095,0.0001162391,,,,,,,-0.0081654642,-0.0019411967,,,,,,,,-0.0051072353
1984-04-18,0.0210339357,,,,-0.0165154603,,,,0.0163224058,-0.0082801046,,,-0.0007994507,,0.0072465781,,,,0.007531414,,,,,,0.0131494121,,,,-0.0110557976,0.0003376613,,,,,0.0186131914,,,-0.0009510551,-0.0030198576,,,,,,,0.0411597613,0.0123537366,,,,,,,,0.0027168323
1984-04-19,-0.0028205841,,,,-0.0233868398,,,,-0.0084359065,-0.0040415201,,,0.0059058396,,0.0078809498,,,,0.0081943131,,,,,,0.0041624188,,,,-0.0041222086,0.0193438103,,,,,-0.0108871049,,,0.0067810023,-0.0030276271,,,,,,,0.0105749449,-0.0002760548,,,,,,,,-0.0058622766
1984-04-23,0.0048272189,,0.0009491683,,0.0113661845,,,,0.0043514315,-0.0002748219,,,0.0168031745,,0.0017403726,,,,0.010206621,,,,,,-0.004236559,,,,-0.0009183226,-0.0020712291,,,,,0.0120525943,,,0.0115039167,,,,,,,,-0.0022626959,0.0119619118,,,,,,,,0.0023422809
1984-04-24,0.0053104687,,0.0021717001,,-0.0084395831,,,,-0.0117894428,0.0018865395,,,0.0025935087,,-0.0204450392,,,,-0.0272562875,,,,,,-0.0119508046,,,,0.0048780324,0.0039258725,,,,,-0.0203658352,,,0.027430809,0.0018946272,,,,,,,0.0240270808,0.0129779038,,,,,,,,-0.0122107077
1984-04-25,-0.0093595255,,-0.003321986,,0.0064633215,,,,-0.0007933774,0.0018819669,,,0.0034021391,,-0.0181200856,,,,-0.0116490372,,,,,,-0.01023984,,,,0.0016486395,-0.0002732055,,,,,0.0024110247,,,0.0039567917,0.0042499017,,,,,,,0.005560533,-0.0024528544,,,,,,,,-0.0070544066
1984-04-26,-0.0344028287,,-0.0021062596,,-0.0021301333,,,,-0.0124482253,0.0018791404,,,0.0109176985,,-0.0037614339,,,,-0.0139492088,,,,,,0.0091267561,,,,0.0029255337,-0.007439856,,,,,-0.0241664968,,,-0.025544475,0.0003159168,,,,,,,-0.006844621,-0.0287836989,,,,,,,,-0.0002713973
